"id","series_id","period","value","footnote"
73,1677,"2006-01-01",135401,""
74,1677,"2006-02-01",135716,""
75,1677,"2006-03-01",135997,""
76,1677,"2006-04-01",136179,""
77,1677,"2006-05-01",136203,""
78,1677,"2006-06-01",136280,""
79,1677,"2006-07-01",136486,""
80,1677,"2006-08-01",136671,""
81,1677,"2006-09-01",136827,""
82,1677,"2006-10-01",136830,""
83,1677,"2006-11-01",137039,""
84,1677,"2006-12-01",137211,""
85,1677,"2007-01-01",137448,""
86,1677,"2007-02-01",137536,""
87,1677,"2007-03-01",137724,""
88,1677,"2007-04-01",137802,""
89,1677,"2007-05-01",137947,""
90,1677,"2007-06-01",138018,""
91,1677,"2007-07-01",137984,""
92,1677,"2007-08-01",137967,""
93,1677,"2007-09-01",138053,""
94,1677,"2007-10-01",138136,""
95,1677,"2007-11-01",138253,""
96,1677,"2007-12-01",138350,""
256,1671,"2006-01-01",113554,""
257,1671,"2006-02-01",113838,""
258,1671,"2006-03-01",114094,""
259,1671,"2006-04-01",114260,""
260,1671,"2006-05-01",114277,""
261,1671,"2006-06-01",114358,""
262,1671,"2006-07-01",114513,""
263,1671,"2006-08-01",114660,""
264,1671,"2006-09-01",114745,""
265,1671,"2006-10-01",114762,""
266,1671,"2006-11-01",114956,""
267,1671,"2006-12-01",115123,""
268,1671,"2007-01-01",115353,""
269,1671,"2007-02-01",115405,""
270,1671,"2007-03-01",115575,""
271,1671,"2007-04-01",115627,""
272,1671,"2007-05-01",115754,""
273,1671,"2007-06-01",115811,""
274,1671,"2007-07-01",115813,""
275,1671,"2007-08-01",115741,""
276,1671,"2007-09-01",115774,""
277,1671,"2007-10-01",115839,""
278,1671,"2007-11-01",115919,""
279,1671,"2007-12-01",115974,""
367,1670,"2006-03-01",34.4,""
368,1670,"2006-04-01",34.6,""
369,1670,"2006-05-01",34.5,""
370,1670,"2006-06-01",34.6,""
371,1670,"2006-07-01",34.5,""
372,1670,"2006-08-01",34.5,""
373,1670,"2006-09-01",34.5,""
374,1670,"2006-10-01",34.5,""
375,1670,"2006-11-01",34.5,""
376,1670,"2006-12-01",34.7,""
377,1670,"2007-01-01",34.5,""
378,1670,"2007-02-01",34.5,""
379,1670,"2007-03-01",34.6,""
380,1670,"2007-04-01",34.5,""
381,1670,"2007-05-01",34.6,""
382,1670,"2007-06-01",34.6,""
383,1670,"2007-07-01",34.6,""
384,1670,"2007-08-01",34.6,""
385,1670,"2007-09-01",34.6,""
386,1670,"2007-10-01",34.5,""
387,1670,"2007-11-01",34.5,""
388,1670,"2007-12-01",34.6,""
476,1669,"2006-03-01",20.05,""
477,1669,"2006-04-01",20.16,""
478,1669,"2006-05-01",20.13,""
479,1669,"2006-06-01",20.23,""
480,1669,"2006-07-01",20.3,""
481,1669,"2006-08-01",20.32,""
482,1669,"2006-09-01",20.41,""
483,1669,"2006-10-01",20.44,""
484,1669,"2006-11-01",20.48,""
485,1669,"2006-12-01",20.57,""
486,1669,"2007-01-01",20.6,""
487,1669,"2007-02-01",20.68,""
488,1669,"2007-03-01",20.77,""
489,1669,"2007-04-01",20.82,""
490,1669,"2007-05-01",20.88,""
491,1669,"2007-06-01",21,""
492,1669,"2007-07-01",21,""
493,1669,"2007-08-01",21.03,""
494,1669,"2007-09-01",21.08,""
495,1669,"2007-10-01",21.11,""
496,1669,"2007-11-01",21.15,""
497,1669,"2007-12-01",21.22,""
585,1653,"2006-03-01",345.38,""
586,1653,"2006-04-01",347.55,""
587,1653,"2006-05-01",345,""
588,1653,"2006-06-01",346.86,""
589,1653,"2006-07-01",345.17,""
590,1653,"2006-08-01",343.98,""
591,1653,"2006-09-01",347.21,""
592,1653,"2006-10-01",349.27,""
593,1653,"2006-11-01",349.78,""
594,1653,"2006-12-01",351.44,""
595,1653,"2007-01-01",349.35,""
596,1653,"2007-02-01",349.35,""
597,1653,"2007-03-01",350.06,""
598,1653,"2007-04-01",348.85,""
599,1653,"2007-05-01",349.42,""
600,1653,"2007-06-01",350.62,""
601,1653,"2007-07-01",349.99,""
602,1653,"2007-08-01",350.39,""
603,1653,"2007-09-01",349.74,""
604,1653,"2007-10-01",348.15,""
605,1653,"2007-11-01",346.09,""
606,1653,"2007-12-01",347.23,""
693,1654,"2006-03-01",10.04,""
694,1654,"2006-04-01",10.04,""
695,1654,"2006-05-01",10,""
696,1654,"2006-06-01",10.02,""
697,1654,"2006-07-01",10,""
698,1654,"2006-08-01",9.97,""
699,1654,"2006-09-01",10.06,""
700,1654,"2006-10-01",10.12,""
701,1654,"2006-11-01",10.14,""
702,1654,"2006-12-01",10.13,""
703,1654,"2007-01-01",10.13,""
704,1654,"2007-02-01",10.13,""
705,1654,"2007-03-01",10.12,""
706,1654,"2007-04-01",10.11,""
707,1654,"2007-05-01",10.1,""
708,1654,"2007-06-01",10.13,""
709,1654,"2007-07-01",10.12,""
710,1654,"2007-08-01",10.13,""
711,1654,"2007-09-01",10.11,""
712,1654,"2007-10-01",10.09,""
713,1654,"2007-11-01",10.03,""
714,1654,"2007-12-01",10.04,""
801,1655,"2006-03-01",98.1,""
802,1655,"2006-04-01",98.8,""
803,1655,"2006-05-01",98.6,""
804,1655,"2006-06-01",98.9,""
805,1655,"2006-07-01",98.8,""
806,1655,"2006-08-01",98.9,""
807,1655,"2006-09-01",99,""
808,1655,"2006-10-01",99,""
809,1655,"2006-11-01",99.1,""
810,1655,"2006-12-01",99.9,""
811,1655,"2007-01-01",99.5,""
812,1655,"2007-02-01",99.5,""
813,1655,"2007-03-01",100,""
814,1655,"2007-04-01",99.7,""
815,1655,"2007-05-01",100.1,""
816,1655,"2007-06-01",100.2,""
817,1655,"2007-07-01",100.2,""
818,1655,"2007-08-01",100.1,""
819,1655,"2007-09-01",100.1,""
820,1655,"2007-10-01",99.9,""
821,1655,"2007-11-01",100,""
822,1655,"2007-12-01",100.3,""
910,1656,"2006-03-01",93.9,""
911,1656,"2006-04-01",95.1,""
912,1656,"2006-05-01",94.7,""
913,1656,"2006-06-01",95.5,""
914,1656,"2006-07-01",95.7,""
915,1656,"2006-08-01",95.9,""
916,1656,"2006-09-01",96.4,""
917,1656,"2006-10-01",96.6,""
918,1656,"2006-11-01",96.9,""
919,1656,"2006-12-01",98,""
920,1656,"2007-01-01",97.8,""
921,1656,"2007-02-01",98.2,""
922,1656,"2007-03-01",99.1,""
923,1656,"2007-04-01",99.1,""
924,1656,"2007-05-01",99.8,""
925,1656,"2007-06-01",100.4,""
926,1656,"2007-07-01",100.4,""
927,1656,"2007-08-01",100.5,""
928,1656,"2007-09-01",100.7,""
929,1656,"2007-10-01",100.7,""
930,1656,"2007-11-01",100.9,""
931,1656,"2007-12-01",101.6,""
1091,1672,"2006-01-01",65.2,""
1092,1672,"2006-02-01",64.1,""
1093,1672,"2006-03-01",67.3,""
1094,1672,"2006-04-01",59.9,""
1095,1672,"2006-05-01",50,""
1096,1672,"2006-06-01",51.1,""
1097,1672,"2006-07-01",57.4,""
1098,1672,"2006-08-01",53,""
1099,1672,"2006-09-01",53.6,""
1100,1672,"2006-10-01",54.2,""
1101,1672,"2006-11-01",58.4,""
1102,1672,"2006-12-01",56.3,""
1103,1672,"2007-01-01",62,""
1104,1672,"2007-02-01",57,""
1105,1672,"2007-03-01",56.3,""
1106,1672,"2007-04-01",52.5,""
1107,1672,"2007-05-01",56.3,""
1108,1672,"2007-06-01",50.4,""
1109,1672,"2007-07-01",47.7,""
1110,1672,"2007-08-01",44.7,""
1111,1672,"2007-09-01",52.1,""
1112,1672,"2007-10-01",55.5,""
1113,1672,"2007-11-01",56.1,""
1114,1672,"2007-12-01",53.8,""
1274,1659,"2006-01-01",22467,""
1275,1659,"2006-02-01",22535,""
1276,1659,"2006-03-01",22572,""
1277,1659,"2006-04-01",22631,""
1278,1659,"2006-05-01",22597,""
1279,1659,"2006-06-01",22598,""
1280,1659,"2006-07-01",22590,""
1281,1659,"2006-08-01",22572,""
1282,1659,"2006-09-01",22537,""
1283,1659,"2006-10-01",22456,""
1284,1659,"2006-11-01",22408,""
1285,1659,"2006-12-01",22405,""
1286,1659,"2007-01-01",22439,""
1287,1659,"2007-02-01",22334,""
1288,1659,"2007-03-01",22391,""
1289,1659,"2007-04-01",22350,""
1290,1659,"2007-05-01",22323,""
1291,1659,"2007-06-01",22323,""
1292,1659,"2007-07-01",22277,""
1293,1659,"2007-08-01",22165,""
1294,1659,"2007-09-01",22093,""
1295,1659,"2007-10-01",22056,""
1296,1659,"2007-11-01",22015,""
1297,1659,"2007-12-01",21976,""
1457,1678,"2006-01-01",91087,""
1458,1678,"2006-02-01",91303,""
1459,1678,"2006-03-01",91522,""
1460,1678,"2006-04-01",91629,""
1461,1678,"2006-05-01",91680,""
1462,1678,"2006-06-01",91760,""
1463,1678,"2006-07-01",91923,""
1464,1678,"2006-08-01",92088,""
1465,1678,"2006-09-01",92208,""
1466,1678,"2006-10-01",92306,""
1467,1678,"2006-11-01",92548,""
1468,1678,"2006-12-01",92718,""
1469,1678,"2007-01-01",92914,""
1470,1678,"2007-02-01",93071,""
1471,1678,"2007-03-01",93184,""
1472,1678,"2007-04-01",93277,""
1473,1678,"2007-05-01",93431,""
1474,1678,"2007-06-01",93488,""
1475,1678,"2007-07-01",93536,""
1476,1678,"2007-08-01",93576,""
1477,1678,"2007-09-01",93681,""
1478,1678,"2007-10-01",93783,""
1479,1678,"2007-11-01",93904,""
1480,1678,"2007-12-01",93998,""
1640,1667,"2006-01-01",656,""
1641,1667,"2006-02-01",662,""
1642,1667,"2006-03-01",669,""
1643,1667,"2006-04-01",679,""
1644,1667,"2006-05-01",681,""
1645,1667,"2006-06-01",686,""
1646,1667,"2006-07-01",690,""
1647,1667,"2006-08-01",693,""
1648,1667,"2006-09-01",694,""
1649,1667,"2006-10-01",699,""
1650,1667,"2006-11-01",701,""
1651,1667,"2006-12-01",705,""
1652,1667,"2007-01-01",706,""
1653,1667,"2007-02-01",711,""
1654,1667,"2007-03-01",715,""
1655,1667,"2007-04-01",719,""
1656,1667,"2007-05-01",721,""
1657,1667,"2007-06-01",725,""
1658,1667,"2007-07-01",728,""
1659,1667,"2007-08-01",727,""
1660,1667,"2007-09-01",726,""
1661,1667,"2007-10-01",727,""
1662,1667,"2007-11-01",735,""
1663,1667,"2007-12-01",740,""
1823,1675,"2006-01-01",7601,""
1824,1675,"2006-02-01",7664,""
1825,1675,"2006-03-01",7689,""
1826,1675,"2006-04-01",7726,""
1827,1675,"2006-05-01",7713,""
1828,1675,"2006-06-01",7699,""
1829,1675,"2006-07-01",7712,""
1830,1675,"2006-08-01",7720,""
1831,1675,"2006-09-01",7718,""
1832,1675,"2006-10-01",7682,""
1833,1675,"2006-11-01",7666,""
1834,1675,"2006-12-01",7685,""
1835,1675,"2007-01-01",7725,""
1836,1675,"2007-02-01",7626,""
1837,1675,"2007-03-01",7706,""
1838,1675,"2007-04-01",7686,""
1839,1675,"2007-05-01",7673,""
1840,1675,"2007-06-01",7687,""
1841,1675,"2007-07-01",7660,""
1842,1675,"2007-08-01",7610,""
1843,1675,"2007-09-01",7577,""
1844,1675,"2007-10-01",7565,""
1845,1675,"2007-11-01",7523,""
1846,1675,"2007-12-01",7490,""
2006,1684,"2006-01-01",14210,""
2007,1684,"2006-02-01",14209,""
2008,1684,"2006-03-01",14214,""
2009,1684,"2006-04-01",14226,""
2010,1684,"2006-05-01",14203,""
2011,1684,"2006-06-01",14213,""
2012,1684,"2006-07-01",14188,""
2013,1684,"2006-08-01",14159,""
2014,1684,"2006-09-01",14125,""
2015,1684,"2006-10-01",14075,""
2016,1684,"2006-11-01",14041,""
2017,1684,"2006-12-01",14015,""
2018,1684,"2007-01-01",14008,""
2019,1684,"2007-02-01",13997,""
2020,1684,"2007-03-01",13970,""
2021,1684,"2007-04-01",13945,""
2022,1684,"2007-05-01",13929,""
2023,1684,"2007-06-01",13911,""
2024,1684,"2007-07-01",13889,""
2025,1684,"2007-08-01",13828,""
2026,1684,"2007-09-01",13790,""
2027,1684,"2007-10-01",13764,""
2028,1684,"2007-11-01",13757,""
2029,1684,"2007-12-01",13746,""
2117,1683,"2006-03-01",39.8,""
2118,1683,"2006-04-01",39.9,""
2119,1683,"2006-05-01",40,""
2120,1683,"2006-06-01",40.1,""
2121,1683,"2006-07-01",40,""
2122,1683,"2006-08-01",39.9,""
2123,1683,"2006-09-01",40,""
2124,1683,"2006-10-01",40,""
2125,1683,"2006-11-01",39.9,""
2126,1683,"2006-12-01",39.9,""
2127,1683,"2007-01-01",39.9,""
2128,1683,"2007-02-01",39.8,""
2129,1683,"2007-03-01",40,""
2130,1683,"2007-04-01",40.1,""
2131,1683,"2007-05-01",40,""
2132,1683,"2007-06-01",40.1,""
2133,1683,"2007-07-01",40.1,""
2134,1683,"2007-08-01",40,""
2135,1683,"2007-09-01",40.1,""
2136,1683,"2007-10-01",39.9,""
2137,1683,"2007-11-01",40.1,""
2138,1683,"2007-12-01",40.1,""
2226,1682,"2006-03-01",20.69,""
2227,1682,"2006-04-01",20.84,""
2228,1682,"2006-05-01",20.72,""
2229,1682,"2006-06-01",20.83,""
2230,1682,"2006-07-01",20.94,""
2231,1682,"2006-08-01",20.94,""
2232,1682,"2006-09-01",21.03,""
2233,1682,"2006-10-01",21.19,""
2234,1682,"2006-11-01",21.1,""
2235,1682,"2006-12-01",21.28,""
2236,1682,"2007-01-01",21.19,""
2237,1682,"2007-02-01",21.29,""
2238,1682,"2007-03-01",21.27,""
2239,1682,"2007-04-01",21.43,""
2240,1682,"2007-05-01",21.42,""
2241,1682,"2007-06-01",21.56,""
2242,1682,"2007-07-01",21.57,""
2243,1682,"2007-08-01",21.61,""
2244,1682,"2007-09-01",21.67,""
2245,1682,"2007-10-01",21.58,""
2246,1682,"2007-11-01",21.66,""
2247,1682,"2007-12-01",21.78,""
2335,1681,"2006-03-01",3.5,""
2336,1681,"2006-04-01",3.3,""
2337,1681,"2006-05-01",3.4,""
2338,1681,"2006-06-01",3.4,""
2339,1681,"2006-07-01",3.4,""
2340,1681,"2006-08-01",3.3,""
2341,1681,"2006-09-01",3.2,""
2342,1681,"2006-10-01",3.2,""
2343,1681,"2006-11-01",3.2,""
2344,1681,"2006-12-01",3.3,""
2345,1681,"2007-01-01",3.2,""
2346,1681,"2007-02-01",3.2,""
2347,1681,"2007-03-01",3.3,""
2348,1681,"2007-04-01",3.2,""
2349,1681,"2007-05-01",3.2,""
2350,1681,"2007-06-01",3.4,""
2351,1681,"2007-07-01",3.3,""
2352,1681,"2007-08-01",3.2,""
2353,1681,"2007-09-01",3.2,""
2354,1681,"2007-10-01",3.3,""
2355,1681,"2007-11-01",3.3,""
2356,1681,"2007-12-01",3.3,""
2444,1666,"2006-03-01",101.8,""
2445,1666,"2006-04-01",102.1,""
2446,1666,"2006-05-01",102.2,""
2447,1666,"2006-06-01",102.5,""
2448,1666,"2006-07-01",102.1,""
2449,1666,"2006-08-01",101.6,""
2450,1666,"2006-09-01",101.6,""
2451,1666,"2006-10-01",101.3,""
2452,1666,"2006-11-01",100.8,""
2453,1666,"2006-12-01",100.6,""
2454,1666,"2007-01-01",100.6,""
2455,1666,"2007-02-01",100.2,""
2456,1666,"2007-03-01",100.5,""
2457,1666,"2007-04-01",100.6,""
2458,1666,"2007-05-01",100.2,""
2459,1666,"2007-06-01",100.4,""
2460,1666,"2007-07-01",100.2,""
2461,1666,"2007-08-01",99.5,""
2462,1666,"2007-09-01",99.5,""
2463,1666,"2007-10-01",98.8,""
2464,1666,"2007-11-01",99.2,""
2465,1666,"2007-12-01",99.2,""
2625,1664,"2006-01-01",8982,""
2626,1664,"2006-02-01",8986,""
2627,1664,"2006-03-01",9000,""
2628,1664,"2006-04-01",9020,""
2629,1664,"2006-05-01",9017,""
2630,1664,"2006-06-01",9028,""
2631,1664,"2006-07-01",9008,""
2632,1664,"2006-08-01",8992,""
2633,1664,"2006-09-01",8972,""
2634,1664,"2006-10-01",8945,""
2635,1664,"2006-11-01",8918,""
2636,1664,"2006-12-01",8913,""
2637,1664,"2007-01-01",8890,""
2638,1664,"2007-02-01",8889,""
2639,1664,"2007-03-01",8871,""
2640,1664,"2007-04-01",8860,""
2641,1664,"2007-05-01",8846,""
2642,1664,"2007-06-01",8830,""
2643,1664,"2007-07-01",8815,""
2644,1664,"2007-08-01",8778,""
2645,1664,"2007-09-01",8752,""
2646,1664,"2007-10-01",8727,""
2647,1664,"2007-11-01",8724,""
2648,1664,"2007-12-01",8707,""
2808,1665,"2006-01-01",5228,""
2809,1665,"2006-02-01",5223,""
2810,1665,"2006-03-01",5214,""
2811,1665,"2006-04-01",5206,""
2812,1665,"2006-05-01",5186,""
2813,1665,"2006-06-01",5185,""
2814,1665,"2006-07-01",5180,""
2815,1665,"2006-08-01",5167,""
2816,1665,"2006-09-01",5153,""
2817,1665,"2006-10-01",5130,""
2818,1665,"2006-11-01",5123,""
2819,1665,"2006-12-01",5102,""
2820,1665,"2007-01-01",5118,""
2821,1665,"2007-02-01",5108,""
2822,1665,"2007-03-01",5099,""
2823,1665,"2007-04-01",5085,""
2824,1665,"2007-05-01",5083,""
2825,1665,"2007-06-01",5081,""
2826,1665,"2007-07-01",5074,""
2827,1665,"2007-08-01",5050,""
2828,1665,"2007-09-01",5038,""
2829,1665,"2007-10-01",5037,""
2830,1665,"2007-11-01",5033,""
2831,1665,"2007-12-01",5039,""
2991,1663,"2006-01-01",26165,""
2992,1663,"2006-02-01",26198,""
2993,1663,"2006-03-01",26228,""
2994,1663,"2006-04-01",26234,""
2995,1663,"2006-05-01",26221,""
2996,1663,"2006-06-01",26241,""
2997,1663,"2006-07-01",26263,""
2998,1663,"2006-08-01",26283,""
2999,1663,"2006-09-01",26314,""
3000,1663,"2006-10-01",26339,""
3001,1663,"2006-11-01",26397,""
3002,1663,"2006-12-01",26440,""
3003,1663,"2007-01-01",26499,""
3004,1663,"2007-02-01",26544,""
3005,1663,"2007-03-01",26596,""
3006,1663,"2007-04-01",26607,""
3007,1663,"2007-05-01",26634,""
3008,1663,"2007-06-01",26627,""
3009,1663,"2007-07-01",26630,""
3010,1663,"2007-08-01",26628,""
3011,1663,"2007-09-01",26657,""
3012,1663,"2007-10-01",26663,""
3013,1663,"2007-11-01",26725,""
3014,1663,"2007-12-01",26714,""
3174,1660,"2006-01-01",5840.4,""
3175,1660,"2006-02-01",5854.8,""
3176,1660,"2006-03-01",5873.3,""
3177,1660,"2006-04-01",5886.9,""
3178,1660,"2006-05-01",5897.2,""
3179,1660,"2006-06-01",5903,""
3180,1660,"2006-07-01",5911.2,""
3181,1660,"2006-08-01",5918.2,""
3182,1660,"2006-09-01",5927.6,""
3183,1660,"2006-10-01",5925.8,""
3184,1660,"2006-11-01",5942.7,""
3185,1660,"2006-12-01",5964.6,""
3186,1660,"2007-01-01",5969.3,""
3187,1660,"2007-02-01",5986.7,""
3188,1660,"2007-03-01",5987.4,""
3189,1660,"2007-04-01",6003.6,""
3190,1660,"2007-05-01",6010.4,""
3191,1660,"2007-06-01",6024.4,""
3192,1660,"2007-07-01",6029.8,""
3193,1660,"2007-08-01",6031,""
3194,1660,"2007-09-01",6028.3,""
3195,1660,"2007-10-01",6035.8,""
3196,1660,"2007-11-01",6041.8,""
3197,1660,"2007-12-01",6037.8,""
3357,1662,"2006-01-01",15354.5,""
3358,1662,"2006-02-01",15363.8,""
3359,1662,"2006-03-01",15377.1,""
3360,1662,"2006-04-01",15353.2,""
3361,1662,"2006-05-01",15316.4,""
3362,1662,"2006-06-01",15325,""
3363,1662,"2006-07-01",15324.6,""
3364,1662,"2006-08-01",15337.5,""
3365,1662,"2006-09-01",15351.4,""
3366,1662,"2006-10-01",15370.2,""
3367,1662,"2006-11-01",15397.3,""
3368,1662,"2006-12-01",15397.3,""
3369,1662,"2007-01-01",15450.6,""
3370,1662,"2007-02-01",15478.5,""
3371,1662,"2007-03-01",15524.4,""
3372,1662,"2007-04-01",15514.7,""
3373,1662,"2007-05-01",15528.5,""
3374,1662,"2007-06-01",15509.7,""
3375,1662,"2007-07-01",15506.4,""
3376,1662,"2007-08-01",15506.9,""
3377,1662,"2007-09-01",15512.9,""
3378,1662,"2007-10-01",15516.2,""
3379,1662,"2007-11-01",15576.3,""
3380,1662,"2007-12-01",15570.8,""
3540,1658,"2006-01-01",4420,""
3541,1658,"2006-02-01",4429.4,""
3542,1658,"2006-03-01",4429.7,""
3543,1658,"2006-04-01",4445.4,""
3544,1658,"2006-05-01",4459.4,""
3545,1658,"2006-06-01",4465.1,""
3546,1658,"2006-07-01",4479.3,""
3547,1658,"2006-08-01",4479.5,""
3548,1658,"2006-09-01",4486.6,""
3549,1658,"2006-10-01",4496.1,""
3550,1658,"2006-11-01",4509.3,""
3551,1658,"2006-12-01",4529.2,""
3552,1658,"2007-01-01",4530.2,""
3553,1658,"2007-02-01",4530.1,""
3554,1658,"2007-03-01",4535.3,""
3555,1658,"2007-04-01",4537.6,""
3556,1658,"2007-05-01",4541.1,""
3557,1658,"2007-06-01",4538.3,""
3558,1658,"2007-07-01",4539.1,""
3559,1658,"2007-08-01",4534.7,""
3560,1658,"2007-09-01",4559.9,""
3561,1658,"2007-10-01",4555.1,""
3562,1658,"2007-11-01",4551.1,""
3563,1658,"2007-12-01",4548,""
3723,1668,"2006-01-01",549.8,""
3724,1668,"2006-02-01",550.1,""
3725,1668,"2006-03-01",547.5,""
3726,1668,"2006-04-01",548.9,""
3727,1668,"2006-05-01",548.3,""
3728,1668,"2006-06-01",547.6,""
3729,1668,"2006-07-01",547.9,""
3730,1668,"2006-08-01",548,""
3731,1668,"2006-09-01",548.5,""
3732,1668,"2006-10-01",546.9,""
3733,1668,"2006-11-01",548,""
3734,1668,"2006-12-01",548.5,""
3735,1668,"2007-01-01",548.6,""
3736,1668,"2007-02-01",548.5,""
3737,1668,"2007-03-01",549.1,""
3738,1668,"2007-04-01",551.4,""
3739,1668,"2007-05-01",553.7,""
3740,1668,"2007-06-01",554.9,""
3741,1668,"2007-07-01",555,""
3742,1668,"2007-08-01",555.8,""
3743,1668,"2007-09-01",555.4,""
3744,1668,"2007-10-01",555.8,""
3745,1668,"2007-11-01",555.5,""
3746,1668,"2007-12-01",557.1,""
3906,1674,"2006-01-01",3053,""
3907,1674,"2006-02-01",3052,""
3908,1674,"2006-03-01",3055,""
3909,1674,"2006-04-01",3045,""
3910,1674,"2006-05-01",3039,""
3911,1674,"2006-06-01",3037,""
3912,1674,"2006-07-01",3032,""
3913,1674,"2006-08-01",3035,""
3914,1674,"2006-09-01",3028,""
3915,1674,"2006-10-01",3024,""
3916,1674,"2006-11-01",3024,""
3917,1674,"2006-12-01",3032,""
3918,1674,"2007-01-01",3030,""
3919,1674,"2007-02-01",3033,""
3920,1674,"2007-03-01",3030,""
3921,1674,"2007-04-01",3034,""
3922,1674,"2007-05-01",3040,""
3923,1674,"2007-06-01",3038,""
3924,1674,"2007-07-01",3037,""
3925,1674,"2007-08-01",3030,""
3926,1674,"2007-09-01",3030,""
3927,1674,"2007-10-01",3028,""
3928,1674,"2007-11-01",3024,""
3929,1674,"2007-12-01",3024,""
4089,1661,"2006-01-01",8307,""
4090,1661,"2006-02-01",8332,""
4091,1661,"2006-03-01",8348,""
4092,1661,"2006-04-01",8369,""
4093,1661,"2006-05-01",8376,""
4094,1661,"2006-06-01",8362,""
4095,1661,"2006-07-01",8366,""
4096,1661,"2006-08-01",8374,""
4097,1661,"2006-09-01",8390,""
4098,1661,"2006-10-01",8385,""
4099,1661,"2006-11-01",8394,""
4100,1661,"2006-12-01",8394,""
4101,1661,"2007-01-01",8389,""
4102,1661,"2007-02-01",8390,""
4103,1661,"2007-03-01",8379,""
4104,1661,"2007-04-01",8360,""
4105,1661,"2007-05-01",8371,""
4106,1661,"2007-06-01",8369,""
4107,1661,"2007-07-01",8370,""
4108,1661,"2007-08-01",8341,""
4109,1661,"2007-09-01",8319,""
4110,1661,"2007-10-01",8306,""
4111,1661,"2007-11-01",8292,""
4112,1661,"2007-12-01",8282,""
4272,1676,"2006-01-01",17297,""
4273,1676,"2006-02-01",17368,""
4274,1676,"2006-03-01",17440,""
4275,1676,"2006-04-01",17465,""
4276,1676,"2006-05-01",17512,""
4277,1676,"2006-06-01",17581,""
4278,1676,"2006-07-01",17631,""
4279,1676,"2006-08-01",17683,""
4280,1676,"2006-09-01",17681,""
4281,1676,"2006-10-01",17685,""
4282,1676,"2006-11-01",17747,""
4283,1676,"2006-12-01",17771,""
4284,1676,"2007-01-01",17834,""
4285,1676,"2007-02-01",17877,""
4286,1676,"2007-03-01",17886,""
4287,1676,"2007-04-01",17910,""
4288,1676,"2007-05-01",17938,""
4289,1676,"2007-06-01",17947,""
4290,1676,"2007-07-01",17956,""
4291,1676,"2007-08-01",17970,""
4292,1676,"2007-09-01",17974,""
4293,1676,"2007-10-01",18009,""
4294,1676,"2007-11-01",18012,""
4295,1676,"2007-12-01",18051,""
4455,1680,"2006-01-01",2621.4,""
4456,1680,"2006-02-01",2631,""
4457,1680,"2006-03-01",2632.9,""
4458,1680,"2006-04-01",2634.2,""
4459,1680,"2006-05-01",2649.6,""
4460,1680,"2006-06-01",2648.7,""
4461,1680,"2006-07-01",2647.9,""
4462,1680,"2006-08-01",2657.4,""
4463,1680,"2006-09-01",2648.2,""
4464,1680,"2006-10-01",2638.8,""
4465,1680,"2006-11-01",2636.5,""
4466,1680,"2006-12-01",2643.1,""
4467,1680,"2007-01-01",2647.2,""
4468,1680,"2007-02-01",2641.9,""
4469,1680,"2007-03-01",2636.4,""
4470,1680,"2007-04-01",2627.7,""
4471,1680,"2007-05-01",2608.8,""
4472,1680,"2007-06-01",2605.4,""
4473,1680,"2007-07-01",2596.1,""
4474,1680,"2007-08-01",2586,""
4475,1680,"2007-09-01",2566.6,""
4476,1680,"2007-10-01",2573.1,""
4477,1680,"2007-11-01",2566.9,""
4478,1680,"2007-12-01",2552.5,""
4638,1652,"2006-01-01",17895,""
4639,1652,"2006-02-01",17947,""
4640,1652,"2006-03-01",17992,""
4641,1652,"2006-04-01",18016,""
4642,1652,"2006-05-01",18047,""
4643,1652,"2006-06-01",18046,""
4644,1652,"2006-07-01",18072,""
4645,1652,"2006-08-01",18129,""
4646,1652,"2006-09-01",18197,""
4647,1652,"2006-10-01",18232,""
4648,1652,"2006-11-01",18280,""
4649,1652,"2006-12-01",18323,""
4650,1652,"2007-01-01",18357,""
4651,1652,"2007-02-01",18392,""
4652,1652,"2007-03-01",18446,""
4653,1652,"2007-04-01",18500,""
4654,1652,"2007-05-01",18548,""
4655,1652,"2007-06-01",18595,""
4656,1652,"2007-07-01",18626,""
4657,1652,"2007-08-01",18692,""
4658,1652,"2007-09-01",18748,""
4659,1652,"2007-10-01",18784,""
4660,1652,"2007-11-01",18811,""
4661,1652,"2007-12-01",18861,""
4821,1657,"2006-01-01",12945,""
4822,1657,"2006-02-01",12980,""
4823,1657,"2006-03-01",13034,""
4824,1657,"2006-04-01",13074,""
4825,1657,"2006-05-01",13052,""
4826,1657,"2006-06-01",13061,""
4827,1657,"2006-07-01",13130,""
4828,1657,"2006-08-01",13152,""
4829,1657,"2006-09-01",13150,""
4830,1657,"2006-10-01",13187,""
4831,1657,"2006-11-01",13251,""
4832,1657,"2006-12-01",13292,""
4833,1657,"2007-01-01",13338,""
4834,1657,"2007-02-01",13361,""
4835,1657,"2007-03-01",13363,""
4836,1657,"2007-04-01",13375,""
4837,1657,"2007-05-01",13404,""
4838,1657,"2007-06-01",13413,""
4839,1657,"2007-07-01",13417,""
4840,1657,"2007-08-01",13419,""
4841,1657,"2007-09-01",13461,""
4842,1657,"2007-10-01",13499,""
4843,1657,"2007-11-01",13535,""
4844,1657,"2007-12-01",13550,""
5004,1673,"2006-01-01",5425,""
